x,y,feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12
0,0,-0.10270394692586186,-1.6525844153142566,0.8874951069234087,0.1608960973927241,-0.20992800200040101,-0.048933152733335955,-0.8099900920666402,0.5829217630373813,-0.6922346296425897,-0.16033244912927738,0.12985496800148666,0.3973538962508866,-2.0144079624476747
0,100,0.5737176728361182,0.28718938330603405,1.3409627129248476,0.8919478005798139,-0.25110892344171953,0.8598898605017432,-0.6383601555987195,0.608909316118561,0.3291200956753446,1.3747583773657084,0.61703569844265,0.4262935098597635,0.5204711724296125
0,200,-0.4381516847390547,0.005792036173062122,-0.9817147222734026,-1.360406884408362,0.9648711820906997,0.9112814088617666,-0.076456162561386,0.7308962882623523,-0.11805712809069428,-0.032540701482857065,0.9764442847174769,-0.47484016666096485,0.07302989054414605
0,300,1.158652725094707,-0.1044154803917008,-0.5843396375580376,-0.6817580880492234,0.6918182591260025,-0.9328344557895704,1.0919860316832943,-0.4343201107507097,-1.5509499421548503,-1.2174408611434107,1.7147314751996439,0.4302265545877185,-0.06205177954787183
0,400,-0.14300311395277296,-0.58012876112764,-0.1895475008383107,-0.37258452165505185,-0.5834771687213641,0.7519976135860552,-0.8943975370614567,-0.5924018525924296,0.02014634194114449,-0.3411975618746707,-0.39309165928301043,0.12448922333254953,2.2236530608885667
0,500,2.08119439238525,0.6310728578874267,-0.12275833367924992,0.8116302839148658,-0.2755753070898286,-0.37154712510548416,2.012344868762821,-0.862412864402386,1.1029179317706708,0.1522968899907285,1.4146202509105679,-1.9863355686084145,1.4193543120204184
0,600,2.3626494461834477,2.625925370440778,0.9392500064882161,-0.5343990080180184,0.3258054406069684,-1.0464858225594125,1.5636207578018273,-1.9383697629890309,-0.4693403351995315,1.1980365497512802,0.4407405179140005,-0.8446356995586165,1.1283184220504832
0,700,0.9999415146365626,1.7626876745269413,1.4093354812094299,0.8414879147042794,0.18226781005063306,-0.17443952736448368,-0.31837387082685864,0.18651390614010532,0.602332002429931,2.148064185815652,1.2753760138537886,-0.30067860359843335,1.4995496615465023
0,800,3.016914083155992,0.6800078967296819,-0.038837693395828425,0.2335272107882504,1.776613651723519,-0.23265135336352416,1.7007502650974653,-0.6187595301719961,0.8820030997557322,1.201457821477209,0.8951850923267112,-0.1683152949014779,1.430553130908318
0,900,1.0416697327199085,-0.08009147034451936,1.6930940055699597,-0.853047993681601,0.6700106427731708,-0.4359597826562863,-0.3522814619937105,0.2043342111898693,1.236964550708886,1.6446028383908515,-0.018644419838266847,-1.414314734901571,1.4323361007286266
0,1000,0.5332309453584022,1.5541582363423523,0.04982125810534579,-0.8834343769499581,0.3071020821750283,-0.9468463719196373,1.3793675351101033,-0.5803281108808073,1.381453205601386,0.857125474170057,-0.3153601949569687,-0.49662708770268493,2.3327523278559696
0,1100,1.4015009719229703,-0.25957813325998463,1.1120986344885726,-0.9017557325901829,-0.12220171651415451,-1.540869461998423,0.1703360435975184,-1.1931907096960828,1.0089431528556514,1.4758677615259062,1.9674572539453672,-0.10551664756529663,1.6550827633145215
0,1200,1.0615731676461657,0.2731173063399862,0.8632961040670334,-1.1182126695336847,-0.812404783268912,-2.123389438681717,1.1518654032962934,-1.356109967867789,1.6974645267580324,1.7696530317149142,1.3404023211969691,-1.7873066173069445,1.0555605132308143
0,1300,1.644763646386157,1.9594770160749788,0.6107561942555215,-1.7306160960505337,1.235806904626678,-1.589028600680086,1.2453160588821977,-1.7141739626494177,0.5433287611641007,1.8111223414132933,1.6660118332341645,-0.7789170347765997,0.5086276335581236
0,1400,0.291856790179729,2.34062728420978,-0.03555779813661446,-1.8060336939562813,0.5555371534834699,-1.9968976741033595,0.8155326891435433,0.15395728958871255,0.6040586012091492,0.04739894734362667,0.45471783680140143,0.6072539758512914,0.8908351142374735
0,1500,1.878469807399466,0.8819731766834488,-0.23905846361969688,-0.571682696742098,0.5653162080581741,-0.4201645803364015,0.00537836104801966,-0.9780388832236967,1.510987275881924,1.242489145894273,0.5750889765361598,-0.9742954877035002,0.9301983524361581
